Media,Model,Treatment,Initial Density,Days of incubation,E. huxleyi per mL
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,13,2087
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,13,422
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,13,150
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,13,29260
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,13,4606
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,13,766
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,13,86
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,13,150
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,13,8125
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,13,1030
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,13,110
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,13,36
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,13,167
f/2,Virulent lytic-only,Uninfected,to the first,13,1333412
f/2,Virulent lytic-only,Uninfected,to the second,13,4750166
f/2,Virulent lytic-only,Uninfected,to the third,13,6164995
f/2,Virulent lytic-only,Uninfected,to the fourth,13,6440994
f/2,Virulent lytic-only,Uninfected,to the fifth,13,6490102
f/2,Virulent lytic-only,Preinfected,to the first,13,383
f/2,Virulent lytic-only,Preinfected,to the second,13,2743
f/2,Virulent lytic-only,Preinfected,to the third,13,463
f/2,Virulent lytic-only,Preinfected,to the fourth,13,15
f/2,Virulent lytic-only,Preinfected,to the fifth,13,150
f/2,Virulent lytic-only,Preinfected with added viruses,to the first,13,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,13,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,13,1
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,13,15
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,13,150
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,13,882466
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,13,141395
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,13,17260
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,13,1806
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,13,167
f/2,Temperate with phenomenological induction,Uninfected,to the first,13,1333412
f/2,Temperate with phenomenological induction,Uninfected,to the second,13,4750166
f/2,Temperate with phenomenological induction,Uninfected,to the third,13,6164995
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,13,6440994
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,13,6490102
f/2,Temperate with phenomenological induction,Preinfected,to the first,13,862327
f/2,Temperate with phenomenological induction,Preinfected,to the second,13,145600
f/2,Temperate with phenomenological induction,Preinfected,to the third,13,19130
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,13,2164
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,13,150
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,13,509799
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,13,90129
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,13,12390
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,13,1538
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,13,150
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,14,2359744
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,14,11157
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,14,1307
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,14,211
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,14,102
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,14,2359750
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,14,5578327
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,14,6336142
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,14,6471784
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,14,6495286
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,14,2359119
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,14,6829
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,14,1421
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,14,279
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,14,91
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,14,17909
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,14,3120
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,14,507
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,14,54
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,14,91
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,14,4953
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,14,628
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,14,67
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,14,22
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,14,102
f/2,Virulent lytic-only,Uninfected,to the first,14,2359750
f/2,Virulent lytic-only,Uninfected,to the second,14,5578327
f/2,Virulent lytic-only,Uninfected,to the third,14,6336142
f/2,Virulent lytic-only,Uninfected,to the fourth,14,6471784
f/2,Virulent lytic-only,Uninfected,to the fifth,14,6495286
f/2,Virulent lytic-only,Preinfected,to the first,14,846
f/2,Virulent lytic-only,Preinfected,to the second,14,5965
f/2,Virulent lytic-only,Preinfected,to the third,14,895
f/2,Virulent lytic-only,Preinfected,to the fourth,14,9
f/2,Virulent lytic-only,Preinfected,to the fifth,14,91
f/2,Virulent lytic-only,Preinfected with added viruses,to the first,14,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,14,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,14,1
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,14,9
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,14,91
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,14,537919
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,14,86189
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,14,10521
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,14,1101
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,14,102
f/2,Temperate with phenomenological induction,Uninfected,to the first,14,2359750
f/2,Temperate with phenomenological induction,Uninfected,to the second,14,5578327
f/2,Temperate with phenomenological induction,Uninfected,to the third,14,6336142
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,14,6471784
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,14,6495286
f/2,Temperate with phenomenological induction,Preinfected,to the first,14,525643
f/2,Temperate with phenomenological induction,Preinfected,to the second,14,88752
f/2,Temperate with phenomenological induction,Preinfected,to the third,14,11661
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,14,1319
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,14,91
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,14,310755
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,14,54939
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,14,7553
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,14,938
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,14,91
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,15,3630757
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,15,6703
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,15,886
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,15,137
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,15,61
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,15,3630763
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,15,6054233
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,15,6422711
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,15,6486840
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,15,6497805
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,15,3630090
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,15,4139
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,15,965
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,15,181
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,15,55
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,15,10828
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,15,2112
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,15,330
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,15,34
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,15,55
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,15,2974
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,15,377
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,15,40
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,15,13
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,15,61
f/2,Virulent lytic-only,Uninfected,to the first,15,3630763
f/2,Virulent lytic-only,Uninfected,to the second,15,6054233
f/2,Virulent lytic-only,Uninfected,to the third,15,6422711
f/2,Virulent lytic-only,Uninfected,to the fourth,15,6486840
f/2,Virulent lytic-only,Uninfected,to the fifth,15,6497805
f/2,Virulent lytic-only,Preinfected,to the first,15,1877
f/2,Virulent lytic-only,Preinfected,to the second,15,12349
f/2,Virulent lytic-only,Preinfected,to the third,15,1762
f/2,Virulent lytic-only,Preinfected,to the fourth,15,5
f/2,Virulent lytic-only,Preinfected,to the fifth,15,55
f/2,Virulent lytic-only,Preinfected with added viruses,to the first,15,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,15,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,15,1
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,15,5
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,15,55
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,15,323014
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,15,51755
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,15,6318
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,15,661
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,15,61
f/2,Temperate with phenomenological induction,Uninfected,to the first,15,3630763
f/2,Temperate with phenomenological induction,Uninfected,to the second,15,6054233
f/2,Temperate with phenomenological induction,Uninfected,to the third,15,6422711
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,15,6486840
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,15,6497805
f/2,Temperate with phenomenological induction,Preinfected,to the first,15,315642
f/2,Temperate with phenomenological induction,Preinfected,to the second,15,53295
f/2,Temperate with phenomenological induction,Preinfected,to the third,15,7002
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,15,792
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,15,55
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,15,186605
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,15,32990
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,15,4535
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,15,563
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,15,55
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,16,4740869
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,16,4090
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,16,611
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,16,89
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,16,37
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,16,4740875
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,16,6285127
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,16,6462987
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,16,6493730
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,16,6498955
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,16,4740337
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,16,2559
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,16,666
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,16,119
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,16,33
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,16,6671
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,16,1455
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,16,216
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,16,21
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,16,33
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,16,1813
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,16,230
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,16,25
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,16,8
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,16,37
f/2,Virulent lytic-only,Uninfected,to the first,16,4740875
f/2,Virulent lytic-only,Uninfected,to the second,16,6285127
f/2,Virulent lytic-only,Uninfected,to the third,16,6462987
f/2,Virulent lytic-only,Uninfected,to the fourth,16,6493730
f/2,Virulent lytic-only,Uninfected,to the fifth,16,6498955
f/2,Virulent lytic-only,Preinfected,to the first,16,3992
f/2,Virulent lytic-only,Preinfected,to the second,16,17156
f/2,Virulent lytic-only,Preinfected,to the third,16,3313
f/2,Virulent lytic-only,Preinfected,to the fourth,16,3
f/2,Virulent lytic-only,Preinfected,to the fifth,16,33
f/2,Virulent lytic-only,Preinfected with added viruses,to the first,16,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,16,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,16,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,16,3
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,16,33
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,16,196897
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,16,31548
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,16,3851
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,16,403
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,16,37
f/2,Temperate with phenomenological induction,Uninfected,to the first,16,4740875
f/2,Temperate with phenomenological induction,Uninfected,to the second,16,6285127
f/2,Temperate with phenomenological induction,Uninfected,to the third,16,6462987
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,16,6493730
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,16,6498955
f/2,Temperate with phenomenological induction,Preinfected,to the first,16,192404
f/2,Temperate with phenomenological induction,Preinfected,to the second,16,32486
f/2,Temperate with phenomenological induction,Preinfected,to the third,16,4268
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,16,483
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,16,33
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,16,113747
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,16,20110
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,16,2765
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,16,343
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,16,33
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,17,5520804
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,17,2497
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,17,421
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,17,58
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,17,23
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,17,5520807
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,17,6396715
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,17,6482332
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,17,6497015
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,17,6499503
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,17,5520462
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,17,1594
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,17,459
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,17,78
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,17,20
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,17,4135
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,17,1004
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,17,141
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,17,13
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,17,20
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,17,1105
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,17,140
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,17,15
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,17,5
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,17,23
f/2,Virulent lytic-only,Uninfected,to the first,17,5520807
f/2,Virulent lytic-only,Uninfected,to the second,17,6396715
f/2,Virulent lytic-only,Uninfected,to the third,17,6482332
f/2,Virulent lytic-only,Uninfected,to the fourth,17,6497015
f/2,Virulent lytic-only,Uninfected,to the fifth,17,6499503
f/2,Virulent lytic-only,Preinfected,to the first,17,8329
f/2,Virulent lytic-only,Preinfected,to the second,17,11530
f/2,Virulent lytic-only,Preinfected,to the third,17,5667
f/2,Virulent lytic-only,Preinfected,to the fourth,17,2
f/2,Virulent lytic-only,Preinfected,to the fifth,17,20
f/2,Virulent lytic-only,Preinfected with added viruses,to the first,17,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,17,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,17,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,17,2
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,17,20
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,17,120021
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,17,19231
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,17,2347
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,17,246
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,17,23
f/2,Temperate with phenomenological induction,Uninfected,to the first,17,5520807
f/2,Temperate with phenomenological induction,Uninfected,to the second,17,6396715
f/2,Temperate with phenomenological induction,Uninfected,to the third,17,6482332
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,17,6497015
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,17,6499503
f/2,Temperate with phenomenological induction,Preinfected,to the first,17,117282
f/2,Temperate with phenomenological induction,Preinfected,to the second,17,19803
f/2,Temperate with phenomenological induction,Preinfected,to the third,17,2602
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,17,294
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,17,20
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,17,69336
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,17,12258
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,17,1685
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,17,209
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,17,20
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,18,5993718
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,18,1503
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,18,286
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,18,37
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,18,14
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,18,5993720
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,18,6451528
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,18,6491767
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,18,6498611
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,18,6499769
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,18,5993531
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,18,991
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,18,312
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,18,50
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,18,12
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,18,2550
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,18,683
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,18,91
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,18,8
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,18,12
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,18,664
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,18,84
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,18,9
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,18,3
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,18,14
f/2,Virulent lytic-only,Uninfected,to the first,18,5993720
f/2,Virulent lytic-only,Uninfected,to the second,18,6451528
f/2,Virulent lytic-only,Uninfected,to the third,18,6491767
f/2,Virulent lytic-only,Uninfected,to the fourth,18,6498611
f/2,Virulent lytic-only,Uninfected,to the fifth,18,6499769
f/2,Virulent lytic-only,Preinfected,to the first,18,17282
f/2,Virulent lytic-only,Preinfected,to the second,18,6925
f/2,Virulent lytic-only,Preinfected,to the third,18,7155
f/2,Virulent lytic-only,Preinfected,to the fourth,18,1
f/2,Virulent lytic-only,Preinfected,to the fifth,18,12
f/2,Virulent lytic-only,Preinfected with added viruses,to the first,18,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,18,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,18,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,18,1
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,18,12
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,18,72071
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,18,11548
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,18,1410
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,18,148
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,18,14
f/2,Temperate with phenomenological induction,Uninfected,to the first,18,5993720
f/2,Temperate with phenomenological induction,Uninfected,to the second,18,6451528
f/2,Temperate with phenomenological induction,Uninfected,to the third,18,6491767
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,18,6498611
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,18,6499769
f/2,Temperate with phenomenological induction,Preinfected,to the first,18,70427
f/2,Temperate with phenomenological induction,Preinfected,to the second,18,11891
f/2,Temperate with phenomenological induction,Preinfected,to the third,18,1562
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,18,177
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,18,12
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,18,41636
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,18,7361
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,18,1012
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,18,126
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,18,12
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,19,6238797
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,19,920
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,19,196
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,19,24
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,19,8
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,19,6238798
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,19,6476841
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,19,6496079
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,19,6499339
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,19,6499890
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,19,6238701
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,19,634
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,19,213
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,19,32
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,19,7
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,19,1616
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,19,468
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,19,59
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,19,5
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,19,7
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,19,404
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,19,51
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,19,5
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,19,2
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,19,8
f/2,Virulent lytic-only,Uninfected,to the first,19,6238798
f/2,Virulent lytic-only,Uninfected,to the second,19,6476841
f/2,Virulent lytic-only,Uninfected,to the third,19,6496079
f/2,Virulent lytic-only,Uninfected,to the fourth,19,6499339
f/2,Virulent lytic-only,Uninfected,to the fifth,19,6499890
f/2,Virulent lytic-only,Preinfected,to the first,19,30480
f/2,Virulent lytic-only,Preinfected,to the second,19,4221
f/2,Virulent lytic-only,Preinfected,to the third,19,5354
f/2,Virulent lytic-only,Preinfected,to the fourth,19,1
f/2,Virulent lytic-only,Preinfected,to the fifth,19,7
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,19,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,19,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,19,1
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,19,7
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,19,43932
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,19,7039
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,19,859
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,19,90
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,19,8
f/2,Temperate with phenomenological induction,Uninfected,to the first,19,6238798
f/2,Temperate with phenomenological induction,Uninfected,to the second,19,6476841
f/2,Temperate with phenomenological induction,Uninfected,to the third,19,6496079
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,19,6499339
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,19,6499890
f/2,Temperate with phenomenological induction,Preinfected,to the first,19,42930
